#	UT	Airmass	Ecl. Frac.	RV    	SNR
1	7:07:57.2	3.79	0.0	160.4	170
2	7:09:45.8	3.73	0.0	160.1	170
3	7:11:34.3	3.67	0.0	161.5	170
4	7:13:22.9	3.61	0.0	161.3	170
5	7:15:11.5	3.56	0.0	164.0	190
6	7:17:00.3	3.50	0.0	162.8	180
7	7:18:49.7	3.45	0.0	166.8	160
8	7:20:38.5	3.40	0.0	168.6	160
9	7:22:27.4	3.35	0.0	169.9	170
10	7:24:16.5	3.30	0.0	167.3	170
11	7:26:05.5	3.26	0.0	168.6	180
12	7:27:53.8	3.21	0.0	168.9	190
13	7:29:42.5	3.17	0.0	168.0	180
14	7:31:30.7	3.13	0.0	173.1	190
15	7:33:19.2	3.09	0.0	169.1	170
16	7:35:09.5	3.05	0.0	166.9	190
17	7:36:58.0	3.01	0.0	172.8	200
18	7:38:46.1	2.98	0.0	170.1	180
19	7:40:34.6	2.94	0.0	168.4	170
20	7:42:22.8	2.91	0.0	172.3	170
21	7:44:11.5	2.87	0.0	172.3	190
22	7:46:00.1	2.84	0.0	170.0	180
23	7:47:48.8	2.81	0.0	177.3	190
24	7:49:37.1	2.78	0.0	175.8	180
25	7:51:25.3	2.75	0.0	175.5	180
26	7:53:13.9	2.72	0.0	170.8	180
27	7:55:02.3	2.69	0.0	174.3	190
28	7:56:50.7	2.66	0.0	179.9	180
29	7:58:39.0	2.63	0.0	177.8	180
30	8:00:27.2	2.61	0.0	176.5	180
31	8:02:15.7	2.58	0.0	179.3	200
32	8:04:04.0	2.56	0.0	180.3	210
33	8:05:53.0	2.53	0.0	182.3	200
34	8:07:41.4	2.51	0.0	181.5	180
35	8:09:30.0	2.49	0.0	184.4	190
36	8:11:18.5	2.46	0.0	182.8	190
37	8:13:07.1	2.44	0.0	184.6	170
38	8:14:55.3	2.42	0.0	184.2	190
39	8:16:43.7	2.40	0.0	183.7	190
40	8:18:32.1	2.38	0.0	185.2	200
41	8:20:20.4	2.36	0.0	186.8	210
42	8:22:09.4	2.34	0.0	187.2	200
43	8:23:57.7	2.32	0.0	189.4	190
44	8:25:46.1	2.30	0.0	193.1	210
45	8:27:34.7	2.28	0.0	192.6	190
46	8:29:23.0	2.26	0.0	191.9	200
47	8:31:11.3	2.25	0.0	190.5	190
48	8:32:59.5	2.23	0.0	196.5	180
49	8:34:47.9	2.21	0.2	189.6	200
50	8:36:36.3	2.20	1.0	180.7	210
51	8:38:54.5	2.18	2.5	172.2	210
52	8:40:43.0	2.16	3.9	157.0	200
53	8:42:31.4	2.15	5.5	139.4	190
54	8:44:19.9	2.13	7.2	121.0	200
55	8:46:08.5	2.12	9.1	102.4	200
56	8:47:56.8	2.10	11.0	80.8	190
57	8:49:45.5	2.09	13.1	61.1	200
58	8:51:34.0	2.08	15.3	40.0	220
59	8:53:22.9	2.06	17.6	14.2	220
60	8:55:11.5	2.05	19.9	-12.7	190
61	8:56:59.6	2.04	22.3	-37.9	200
62	8:58:47.9	2.03	24.7	-62.6	180
63	9:00:36.1	2.01	27.2	-89.6	200
64	9:02:24.8	2.00	29.8	-117.7	200
65	9:04:13.1	1.99	32.4	-142.7	200
66	9:06:01.7	1.98	35.1	-168.9	180
67	9:07:50.2	1.97	37.7	-196.9	190
68	9:09:38.7	1.96	40.4	-219.2	180
69	9:11:27.1	1.95	43.1	-245.6	170
70	9:13:15.5	1.94	45.7	-269.7	180
71	9:15:04.0	1.93	48.4	-283.7	180
72	9:16:53.1	1.92	51.1	-302.9	170
73	9:18:42.1	1.91	53.7	-317.9	190
74	9:20:30.9	1.90	56.3	-324.8	170
75	9:22:19.7	1.89	58.9	-325.9	170
76	9:24:08.5	1.88	61.3	-322.9	160
77	9:25:57.3	1.87	63.7	-311.9	150
78	9:27:45.9	1.86	66.0	-283.6	150
79	9:29:34.7	1.85	68.1	-251.3	150
80	9:31:23.1	1.85	70.0	-203.1	140
81	9:33:11.5	1.84	71.7	-138.2	140
82	9:34:59.9	1.83	73.2	-53.8	140
83	9:36:48.4	1.82	74.4	42.8	140
84	9:38:37.4	1.81	75.2	157.3	140
85	9:40:26.3	1.81	75.7	280.3	130
86	9:42:15.0	1.80	75.9	398.3	140
87	9:44:03.8	1.79	75.6	519.5	140
88	9:45:52.2	1.79	75.0	631.8	140
89	9:47:40.7	1.78	74.0	725.3	140
90	9:49:29.7	1.77	72.8	809.2	140
91	9:51:18.4	1.77	71.2	873.3	130
92	9:53:07.5	1.76	69.5	919.9	140
93	9:54:55.9	1.75	67.5	955.7	150
94	9:56:44.9	1.75	65.5	977.1	160
95	9:58:33.3	1.74	63.2	986.6	170
96	10:00:21.8	1.74	60.9	985.0	170
97	10:02:10.1	1.73	58.5	980.4	180
98	10:03:58.6	1.73	56.0	966.0	160
99	10:05:47.4	1.72	53.4	952.1	180
100	10:07:36.2	1.72	50.9	930.8	160
101	10:09:54.5	1.71	47.6	895.0	190
102	10:11:43.9	1.71	45.0	874.6	190
103	10:13:33.6	1.70	42.4	842.9	170
104	10:15:22.6	1.70	39.8	814.1	190
105	10:17:11.7	1.69	37.3	787.0	190
